age,gender,sleep_hours,daily_steps,exercise_minutes_week,water_intake_liters,stress_level,nutrition_quality,screen_time_hours,wellbeing_score
36 to 50,Female,8,8,65,3.12,1,3,6,717.4
21 to 35,Male,7,7,126,3.32,2,1,7,655.8
21 to 35,Female,7,4,194,2.12,3,3,9,668.8
21 to 35,Female,7,5,263,2.25,0,3,6,694.5
21 to 35,Female,8,1,132,2.1,5,4,8,610.6
21 to 35,Male,9,5,36,2.11,0,0,6,654.1
51 or more,Male,8,10,123,3.45,5,5,9,736.5
51 or more,Male,8,10,150,3.87,5,5,3,741.6
51 or more,Female,9,6,66,2.99,4,1,2,725.7
21 to 35,Male,8,6,50,1.89,3,1,9,689.8
36 to 50,Female,7,3,127,1.66,3,4,9,690.7
21 to 35,Female,7,2,50,2.1,2,1,9,637.8
Less than 20,Female,8,4,261,1.94,3,2,2,669.0
21 to 35,Female,6,2,101,2.95,3,3,6,635.9
51 or more,Female,6,10,81,3.24,1,4,2,688.5
51 or more,Male,6,10,251,1.51,2,3,4,698.7
51 or more,Female,8,7,196,2.6,3,4,9,720.6
36 to 50,Female,6,4,234,3.06,2,3,2,656.7
21 to 35,Female,7,8,167,1.98,3,2,2,678.1
21 to 35,Male,7,10,65,3.75,3,2,3,676.8
36 to 50,Male,6,1,124,2.87,5,5,7,630.6
21 to 35,Female,8,5,45,2.36,5,1,2,636.9
36 to 50,Female,6,5,266,1.55,5,1,6,607.6
36 to 50,Male,6,1,193,2.71,5,5,8,630.6
21 to 35,Female,7,4,119,2.34,2,4,3,668.8
21 to 35,Male,8,2,137,3.92,3,1,8,651.6
21 to 35,Male,8,2,113,2.45,5,2,2,641.4
21 to 35,Male,8,2,284,3.8,5,2,8,641.4
21 to 35,Male,8,7,194,3.22,2,3,9,673.0
21 to 35,Male,8,10,229,1.68,0,1,4,661.7
36 to 50,Female,6,4,186,3.83,4,2,3,609.1
51 or more,Male,8,6,60,1.92,1,2,7,703.4
51 or more,Male,7,8,95,2.62,4,5,3,707.0
36 to 50,Female,7,8,118,3.81,3,4,3,688.3
51 or more,Female,7,8,288,3.57,3,3,2,676.4
51 or more,Female,7,8,282,2.72,3,3,7,676.4
21 to 35,Male,7,8,263,2.02,2,4,6,659.4
36 to 50,Female,7,5,136,2.77,2,5,5,684.3
21 to 35,Male,8,2,98,2.87,1,3,7,680.5
51 or more,Male,7,5,230,3.99,5,5,5,655.4
51 or more,Female,8,5,82,3.56,1,2,5,733.8
51 or more,Male,7,8,270,3.65,5,5,2,727.4
51 or more,Female,8,10,204,3.97,2,4,4,755.2
51 or more,Female,7,3,71,2.81,4,0,3,656.7
36 to 50,Male,7,8,289,2.96,3,5,3,691.7
21 to 35,Female,8,8,239,2.64,0,3,8,725.9
51 or more,Female,7,10,71,1.81,2,5,7,780.5
51 or more,Female,7,10,199,2.81,2,5,6,795.8
36 to 50,Female,9,5,288,2.96,1,3,8,700.0
21 to 35,Female,8,5,233,2.09,1,2,7,694.7
21 to 35,Male,6,10,192,3.46,5,3,3,601.8
21 to 35,Male,7,6,134,1.81,1,5,6,657.3
21 to 35,Male,6,10,207,2.75,5,3,7,601.8
36 to 50,Male,7,6,220,3.16,2,4,2,723.6
36 to 50,Male,10,4,153,1.64,0,2,5,676.2
36 to 50,Female,6,6,227,3.51,3,5,7,684.3
36 to 50,Female,8,9,128,2.26,2,1,8,704.0
36 to 50,Female,8,2,35,3.29,3,1,6,570.0
21 to 35,Male,7,6,296,1.77,1,5,6,657.3
36 to 50,Female,7,10,72,3.05,5,5,3,685.3
36 to 50,Female,7,10,170,2.89,5,5,2,685.3
51 or more,Female,7,8,298,1.88,5,0,5,537.0
36 to 50,Female,8,1,68,3.06,1,4,2,663.3
36 to 50,Male,5,10,191,3.23,4,5,5,582.9
36 to 50,Male,7,8,224,2.75,4,2,4,640.7
51 or more,Male,8,10,133,2.95,1,3,2,741.6
21 to 35,Male,6,10,274,3.72,3,4,4,673.2
36 to 50,Female,8,5,94,3.24,2,4,5,689.6
21 to 35,Male,7,1,230,3.76,0,0,6,576.4
21 to 35,Male,7,9,271,2.88,5,5,9,666.4
36 to 50,Female,8,9,36,1.94,4,3,9,646.2
21 to 35,Female,8,8,248,2.12,3,2,4,644.3
51 or more,Female,8,10,32,1.94,0,5,8,785.8
51 or more,Female,8,10,51,2.34,3,5,8,743.3
36 to 50,Male,6,6,123,2.69,2,2,5,687.7
51 or more,Female,10,1,100,2.14,2,2,5,646.7
21 to 35,Male,7,5,251,2.69,3,3,8,652.0
51 or more,Male,5,3,42,2.41,4,2,9,615.5
51 or more,Male,5,3,34,2.89,4,2,4,618.9
51 or more,Male,7,2,51,2.57,3,2,7,699.0
21 to 35,Female,7,3,66,2.59,4,1,2,576.8
21 to 35,Male,8,2,60,2.73,3,4,7,694.1
21 to 35,Male,8,2,91,3.97,1,3,9,658.4
21 to 35,Male,5,10,250,2.89,1,3,6,701.9
51 or more,Female,6,2,110,3.31,5,1,9,567.9
51 or more,Male,6,6,262,2.54,2,5,5,704.7
36 to 50,Male,5,8,35,2.31,3,3,2,677.7
36 to 50,Female,8,5,134,3.79,2,5,5,676.0
Less than 20,Female,6,5,191,3.36,4,4,5,658.6
51 or more,Female,9,3,81,2.96,0,3,9,687.7
51 or more,Female,6,10,187,2.34,1,4,8,712.3
51 or more,Female,2,1,42,2.14,3,1,5,599.2
36 to 50,Male,7,8,215,2.13,1,4,2,717.2
36 to 50,Female,6,1,251,2.76,3,5,3,606.8
36 to 50,Male,7,3,270,3.69,2,5,6,663.5
36 to 50,Male,7,3,177,3.7,2,5,6,663.5
36 to 50,Male,7,3,84,3.36,3,5,3,656.7
51 or more,Female,7,10,88,2.86,2,3,5,743.1
36 to 50,Female,8,6,227,2.09,5,2,3,650.7
21 to 35,Female,6,4,127,2.7,2,1,7,665.2
51 or more,Male,8,6,185,3.24,0,3,4,700.0
21 to 35,Male,8,6,279,2.99,0,5,4,705.1
Less than 20,Female,9,5,209,2.79,4,4,2,635.4
51 or more,Male,6,2,103,2.57,1,2,2,697.1
Less than 20,Female,7,7,90,3.38,2,2,4,727.2
36 to 50,Female,7,5,74,3.61,4,3,7,669.0
36 to 50,Male,7,4,164,3.31,3,5,7,628.0
51 or more,Female,6,8,239,3.84,2,3,3,698.3
36 to 50,Male,7,9,115,3.45,1,2,9,632.4
36 to 50,Female,8,5,299,2.63,2,5,8,676.0
Less than 20,Male,8,7,293,3.04,1,3,9,700.2
51 or more,Female,8,8,297,2.76,4,4,7,700.4
51 or more,Female,8,8,254,2.87,5,5,9,703.8
36 to 50,Male,6,1,245,3.74,5,1,2,560.9
21 to 35,Female,8,3,260,2.25,1,3,8,645.0
21 to 35,Female,8,5,219,1.53,2,4,3,630.1
21 to 35,Female,8,5,171,3.24,2,4,2,630.1
21 to 35,Male,7,7,206,1.95,3,2,9,649.0
51 or more,Male,7,10,80,1.89,2,5,6,748.2
21 to 35,Female,8,4,219,3.98,5,1,3,607.8
21 to 35,Male,6,4,34,2.17,3,1,4,604.0
21 to 35,Male,6,2,240,2.01,0,1,4,675.0
21 to 35,Male,6,9,224,1.98,1,4,7,739.3
36 to 50,Male,8,4,30,2.53,5,2,8,624.8
51 or more,Female,8,5,133,2.52,1,2,2,737.2
51 or more,Female,8,4,130,3.08,4,2,3,638.4
21 to 35,Female,7,2,157,1.76,3,4,5,676.9
51 or more,Male,8,10,278,3.09,1,4,8,709.3
36 to 50,Female,8,3,298,2.63,3,2,9,685.8
21 to 35,Female,8,10,67,2.02,3,3,4,649.8
36 to 50,Female,8,8,279,3.45,1,4,4,691.9
21 to 35,Male,6,10,250,2.69,2,3,3,725.9
36 to 50,Female,7,4,92,3.29,3,5,3,709.6
21 to 35,Female,9,3,282,3.8,5,1,2,616.3
51 or more,Male,6,8,294,2.38,3,5,9,672.8
36 to 50,Male,2,2,193,3.74,2,0,9,596.0
21 to 35,Male,7,10,52,2.0,0,5,7,804.3
36 to 50,Male,7,8,108,2.06,2,5,7,674.7
Less than 20,Male,9,2,147,3.16,0,4,5,662.0
36 to 50,Male,8,5,214,1.76,1,4,9,686.2
21 to 35,Female,7,8,88,2.64,2,4,8,703.6
36 to 50,Male,6,2,281,2.03,5,1,4,617.2
36 to 50,Female,6,2,118,2.93,2,2,3,695.4
51 or more,Female,8,10,258,3.52,1,5,9,734.8
36 to 50,Male,7,10,267,1.61,1,3,4,743.1
21 to 35,Female,7,8,73,2.53,5,5,8,705.3
51 or more,Female,6,6,109,3.33,2,2,9,754.0
51 or more,Female,7,6,203,2.36,4,5,5,647.1
51 or more,Female,6,10,170,1.6,2,1,7,688.5
51 or more,Female,7,1,66,2.98,3,1,9,588.3
Less than 20,Female,7,5,43,1.8,2,2,7,655.4
51 or more,Female,8,6,151,2.42,2,4,8,744.2
21 to 35,Male,6,4,267,3.98,3,1,6,604.0
21 to 35,Female,7,6,84,2.5,2,3,6,730.4
21 to 35,Male,6,4,51,3.61,3,1,5,604.0
51 or more,Male,6,5,232,3.65,3,5,3,680.7
21 to 35,Male,7,6,44,2.16,1,2,6,672.6
21 to 35,Female,7,10,59,2.99,2,3,8,663.2
21 to 35,Male,5,7,58,3.87,3,2,8,718.3
36 to 50,Female,8,8,281,3.02,3,2,3,676.6
36 to 50,Male,8,7,189,3.53,0,5,2,746.1
Less than 20,Female,6,5,146,2.66,3,2,4,599.1
21 to 35,Male,8,1,187,3.3,2,1,8,649.7
21 to 35,Male,9,1,137,1.55,5,2,9,605.7
51 or more,Male,6,4,144,3.47,5,3,2,655.0
21 to 35,Male,6,3,205,3.18,4,1,9,632.7
21 to 35,Male,6,4,260,2.4,3,1,8,604.0
Less than 20,Female,6,8,279,2.54,4,2,8,652.4
51 or more,Female,6,10,85,2.32,3,5,6,719.1
21 to 35,Female,8,2,219,2.81,3,3,6,724.7
21 to 35,Male,6,1,50,1.77,3,1,3,593.2
21 to 35,Male,4,10,194,3.61,4,1,6,603.1
21 to 35,Male,9,1,97,2.7,3,2,3,653.3
36 to 50,Male,7,4,296,1.61,2,4,5,621.2
Less than 20,Female,8,6,247,2.88,3,2,6,700.0
21 to 35,Female,6,7,125,3.83,3,2,5,601.2
Less than 20,Female,8,8,217,1.72,4,3,5,657.9
51 or more,Female,10,2,237,1.81,0,3,7,648.6
21 to 35,Male,6,3,103,2.47,4,1,4,632.7
51 or more,Male,8,5,191,3.34,1,5,7,757.6
21 to 35,Male,8,10,190,3.01,1,5,3,695.7
51 or more,Male,7,7,89,2.64,4,4,5,710.2
36 to 50,Male,7,3,55,3.98,2,3,4,690.7
51 or more,Male,5,2,54,1.96,5,1,6,640.8
51 or more,Female,7,5,287,3.55,4,3,6,670.7
21 to 35,Female,6,5,32,1.81,4,1,5,629.7
21 to 35,Female,8,2,286,1.95,3,3,7,724.7
21 to 35,Female,9,1,277,2.24,2,4,6,609.1
51 or more,Female,7,3,73,3.68,0,5,3,670.3
21 to 35,Female,7,6,62,2.61,2,5,8,687.9
36 to 50,Male,6,6,141,2.49,2,4,6,747.2
21 to 35,Female,7,10,72,2.73,2,2,2,664.9
36 to 50,Female,7,1,73,3.08,3,2,6,664.8
21 to 35,Male,8,6,116,2.56,4,1,5,598.0
21 to 35,Male,8,6,259,3.91,4,1,4,598.0
36 to 50,Male,7,3,112,1.84,2,4,3,648.2
36 to 50,Female,7,2,233,2.69,3,3,3,673.5
51 or more,Male,6,6,159,2.54,1,5,4,711.5
21 to 35,Female,9,1,167,3.23,4,3,3,580.2
21 to 35,Male,9,4,112,3.91,4,1,9,614.8
51 or more,Female,7,1,204,2.22,2,1,7,652.9
36 to 50,Male,6,3,165,3.89,2,5,5,687.1
21 to 35,Female,7,4,136,3.57,2,3,5,638.2
36 to 50,Female,7,10,180,3.53,3,4,4,658.1
51 or more,Male,9,10,138,1.68,1,3,5,678.9
36 to 50,Female,8,5,251,3.85,2,2,2,636.9
Less than 20,Male,7,5,276,3.6,2,2,5,675.8
21 to 35,Female,7,9,66,3.21,4,5,3,732.7
51 or more,Male,6,3,297,1.82,3,5,4,729.6
21 to 35,Male,10,1,103,2.55,0,1,7,626.3
36 to 50,Female,8,3,144,3.6,3,1,2,633.1
21 to 35,Male,7,5,110,2.59,2,4,5,701.3
36 to 50,Female,8,10,222,2.59,3,5,2,705.9
36 to 50,Male,7,6,243,2.18,2,5,9,618.2
36 to 50,Male,7,6,44,1.63,2,5,6,618.2
21 to 35,Female,6,5,113,2.78,3,2,6,656.9
21 to 35,Male,6,7,295,3.44,4,4,2,653.9
21 to 35,Male,7,5,183,1.87,2,5,6,692.8
21 to 35,Female,8,2,282,3.73,4,2,6,631.2
51 or more,Female,8,3,161,2.89,2,5,6,685.8
36 to 50,Male,8,3,228,3.53,3,1,9,607.6
36 to 50,Male,6,10,112,3.17,4,3,7,615.4
36 to 50,Male,8,7,155,1.84,5,3,8,679.8
21 to 35,Male,6,1,243,3.77,2,1,8,678.2
36 to 50,Male,5,6,244,3.3,5,3,7,568.5
36 to 50,Female,8,2,267,1.59,1,3,9,627.8
21 to 35,Female,10,2,117,2.95,2,3,9,609.5
21 to 35,Female,7,10,142,2.7,3,5,4,717.6
36 to 50,Female,8,10,134,3.65,1,3,4,704.2
21 to 35,Male,5,5,92,1.81,5,1,6,622.7
21 to 35,Female,7,8,268,2.98,1,2,3,698.5
51 or more,Female,7,7,55,2.28,1,2,6,751.0
51 or more,Male,4,8,157,2.11,2,4,6,765.9
21 to 35,Male,5,5,30,1.56,5,1,6,614.2
36 to 50,Female,7,7,123,2.33,3,2,3,647.3
36 to 50,Female,5,6,41,2.49,2,1,3,621.2
36 to 50,Male,5,2,195,2.62,3,1,7,666.3
21 to 35,Female,8,10,96,3.34,2,5,6,658.3
21 to 35,Female,6,5,196,2.51,1,4,5,685.8
21 to 35,Male,5,8,283,1.99,4,4,7,694.7
Less than 20,Male,8,10,282,2.5,0,5,2,714.4
Less than 20,Male,8,10,275,1.67,0,5,9,714.4
Less than 20,Male,8,10,88,3.93,0,5,4,714.4
36 to 50,Male,5,5,173,1.67,3,4,2,677.1
51 or more,Female,8,6,238,2.0,1,5,4,718.7
51 or more,Male,9,9,255,2.57,3,4,8,729.7
36 to 50,Male,5,2,120,3.83,3,1,7,666.3
51 or more,Female,8,1,140,1.95,1,4,2,649.7
21 to 35,Male,5,8,269,2.5,4,4,7,694.7
36 to 50,Female,7,2,109,3.97,4,2,9,636.1
51 or more,Female,7,10,233,3.01,3,2,3,661.5
36 to 50,Female,6,5,267,3.04,3,4,8,663.7
21 to 35,Male,6,5,213,3.94,3,1,8,614.4
36 to 50,Male,7,8,241,2.77,4,3,6,678.1
21 to 35,Male,8,5,280,1.51,2,0,9,614.8
36 to 50,Male,7,3,256,1.58,5,4,4,668.6
36 to 50,Male,8,2,196,3.2,3,3,6,653.3
21 to 35,Female,6,7,60,2.03,4,4,6,604.6
36 to 50,Male,5,10,180,2.7,3,5,7,639.0
21 to 35,Male,8,5,191,2.88,0,3,8,660.7
51 or more,Female,8,8,125,3.17,3,3,3,717.4
51 or more,Female,6,4,53,1.71,3,4,4,646.5
51 or more,Male,7,7,147,3.4,1,5,8,667.7
36 to 50,Female,6,5,116,3.8,2,4,5,624.6
51 or more,Female,8,5,79,2.14,1,5,3,749.1
51 or more,Male,7,10,141,2.45,1,3,6,710.8
21 to 35,Male,7,7,165,3.36,2,3,7,703.4
36 to 50,Male,6,2,32,2.12,5,2,9,646.1
36 to 50,Female,7,8,191,2.86,3,1,4,647.5
21 to 35,Female,7,1,106,3.15,5,2,3,584.9
36 to 50,Female,7,10,214,3.7,4,3,3,687.0
21 to 35,Male,7,4,87,2.36,3,5,5,679.0
36 to 50,Female,7,3,192,2.73,3,4,8,660.1
51 or more,Female,7,3,50,1.96,1,4,8,751.9
51 or more,Female,7,4,94,2.27,2,5,2,731.7
51 or more,Female,7,6,95,1.74,3,3,4,660.7
51 or more,Female,8,1,204,1.99,0,5,4,653.1
36 to 50,Female,7,9,194,2.37,3,5,4,708.9
21 to 35,Female,8,3,111,2.56,3,2,4,612.7
51 or more,Male,6,2,175,3.27,1,4,8,681.8
51 or more,Male,8,6,233,2.65,2,2,2,652.4
36 to 50,Female,8,9,193,1.62,1,3,8,673.4
51 or more,Male,6,4,133,3.39,1,2,3,665.2
51 or more,Male,7,5,159,2.83,2,1,3,663.9
51 or more,Male,7,6,113,3.85,3,1,8,585.9
36 to 50,Male,4,3,149,3.09,2,1,7,557.5
Less than 20,Male,5,4,288,2.83,2,1,2,608.9
51 or more,Female,7,1,133,2.24,1,4,3,675.0
21 to 35,Female,9,5,63,2.09,5,1,2,621.8
51 or more,Female,8,4,203,2.08,1,4,2,711.5
51 or more,Female,8,4,261,2.52,2,3,9,789.7
36 to 50,Female,6,10,214,1.93,3,3,3,678.3
36 to 50,Female,8,4,47,3.61,4,5,7,682.6
21 to 35,Female,8,4,260,3.51,4,1,8,568.7
36 to 50,Female,7,10,164,3.32,2,2,8,656.4
21 to 35,Male,5,8,74,1.62,4,3,9,674.3
51 or more,Female,7,4,141,1.68,2,3,8,679.0
36 to 50,Female,4,1,112,3.09,2,1,3,603.0
36 to 50,Female,7,10,68,3.37,5,5,2,758.4
21 to 35,Female,6,5,283,1.57,2,1,5,646.7
36 to 50,Female,7,5,174,2.23,3,5,6,675.8
36 to 50,Male,8,1,80,1.84,1,2,4,642.9
36 to 50,Female,6,8,96,2.08,2,4,2,701.7
51 or more,Female,8,9,53,2.8,3,3,9,685.3
36 to 50,Male,7,8,151,1.77,2,4,3,720.6
51 or more,Female,8,3,78,2.07,2,5,7,694.3
36 to 50,Female,8,1,178,2.91,1,2,9,661.6
51 or more,Male,6,3,214,2.77,5,1,2,564.7
21 to 35,Male,6,4,279,3.64,4,2,9,651.6
36 to 50,Male,7,6,174,1.88,1,5,3,682.8
51 or more,Male,7,8,272,2.42,4,3,2,684.9
36 to 50,Female,6,6,178,3.81,5,3,8,635.0
36 to 50,Male,8,5,97,3.49,1,5,3,771.2
36 to 50,Female,8,6,253,2.99,0,2,5,722.1
51 or more,Female,6,9,239,3.42,4,5,7,686.6
36 to 50,Male,6,3,221,2.62,1,1,8,612.3
36 to 50,Female,5,5,153,3.78,1,0,6,648.2
36 to 50,Female,9,3,79,3.0,2,0,9,595.9
21 to 35,Female,8,10,212,3.24,3,1,3,654.9
51 or more,Female,6,7,276,3.13,3,3,7,655.6
51 or more,Female,5,6,117,3.18,0,2,5,702.8
51 or more,Female,8,6,167,3.1,3,3,6,662.6
36 to 50,Female,6,1,67,1.68,2,5,8,700.3
21 to 35,Female,7,10,78,3.01,3,5,9,692.1
Less than 20,Male,9,10,101,3.46,1,4,3,670.4
36 to 50,Male,5,8,287,1.5,2,3,4,616.5
51 or more,Female,7,10,73,3.73,1,2,2,620.7
36 to 50,Female,7,5,145,3.88,4,2,9,677.5
21 to 35,Male,7,2,178,1.82,4,1,2,670.1
21 to 35,Female,10,6,247,2.84,4,5,8,656.2
51 or more,Male,8,5,100,1.78,4,5,2,681.1
21 to 35,Female,7,8,190,2.21,4,4,8,729.1
51 or more,Male,7,10,156,3.05,2,2,3,678.5
51 or more,Male,6,10,199,2.26,0,5,4,739.5
51 or more,Female,10,1,46,2.41,4,2,9,626.3
36 to 50,Female,6,2,268,3.37,4,4,4,634.2
36 to 50,Female,7,4,205,2.94,5,5,4,663.7
21 to 35,Male,7,10,239,2.8,3,1,7,595.2
21 to 35,Male,7,5,86,2.31,2,2,6,650.3
36 to 50,Female,8,3,218,3.26,4,1,7,583.8
36 to 50,Female,7,5,73,2.56,2,3,9,633.3
51 or more,Female,5,3,151,3.75,3,3,8,641.0
21 to 35,Male,9,5,62,3.0,4,1,3,604.8
36 to 50,Male,5,10,57,2.85,5,3,5,678.1
51 or more,Female,7,7,180,3.51,3,2,6,689.8
36 to 50,Female,4,5,92,2.71,5,3,3,597.0
21 to 35,Female,8,4,36,2.2,4,5,4,624.8
36 to 50,Female,6,9,140,1.89,1,4,7,681.5
51 or more,Female,7,10,159,2.9,2,4,3,710.8
21 to 35,Female,8,4,161,2.56,5,1,4,580.6
36 to 50,Male,6,9,37,2.49,4,2,5,681.5
51 or more,Female,6,5,58,2.37,2,2,4,723.2
21 to 35,Male,8,6,35,3.18,2,1,6,659.2
Less than 20,Female,7,3,141,2.8,3,4,3,665.2
51 or more,Female,5,10,134,2.84,5,4,9,667.9
21 to 35,Male,7,2,236,2.27,2,5,2,700.7
51 or more,Female,6,8,69,3.03,4,2,4,626.9
51 or more,Female,6,5,297,2.51,3,2,9,624.6
21 to 35,Male,5,7,75,3.42,1,2,9,645.2
36 to 50,Male,8,8,270,2.82,5,4,4,708.9
51 or more,Female,8,4,299,2.22,1,4,9,760.8
21 to 35,Male,6,10,184,1.87,3,2,2,647.7
21 to 35,Female,8,5,145,3.25,3,2,9,730.4
36 to 50,Female,9,3,66,2.43,1,4,6,718.3
36 to 50,Female,9,3,234,1.66,1,4,5,718.3
21 to 35,Female,8,10,278,3.79,1,3,7,668.5
36 to 50,Male,8,8,139,2.47,1,4,5,652.8
Less than 20,Female,3,4,109,3.36,2,2,6,640.8
36 to 50,Female,7,6,105,2.65,1,5,3,703.2
51 or more,Female,7,3,299,3.73,5,4,8,673.7
21 to 35,Female,5,1,127,1.57,3,1,8,608.3
Less than 20,Female,6,7,105,2.15,3,3,5,677.7
21 to 35,Male,9,4,110,2.86,2,3,7,652.2
51 or more,Male,6,10,92,2.31,2,4,9,678.3
21 to 35,Female,7,7,296,3.36,3,2,9,592.9
21 to 35,Male,4,2,62,3.22,3,0,7,616.8
21 to 35,Male,6,6,69,1.56,2,3,8,686.0
21 to 35,Female,7,4,203,3.0,2,1,7,668.8
21 to 35,Female,7,6,289,3.59,1,4,6,701.5
21 to 35,Female,6,8,253,2.29,3,5,7,660.9
21 to 35,Male,6,4,252,1.85,5,3,4,699.2
36 to 50,Female,4,5,296,3.35,5,3,7,682.0
51 or more,Female,7,7,184,3.75,2,5,2,703.4
51 or more,Female,6,6,293,3.14,3,3,3,612.9
36 to 50,Male,7,2,178,3.62,5,4,9,617.4
36 to 50,Female,7,6,254,4.0,3,5,3,636.9
51 or more,Male,7,5,156,2.75,2,2,7,745.5
51 or more,Female,6,6,34,3.84,2,2,4,636.7
21 to 35,Male,9,4,87,2.36,4,2,9,577.4
21 to 35,Male,7,5,101,3.36,2,0,9,655.4
51 or more,Female,5,3,184,3.75,2,2,5,647.8
21 to 35,Female,8,1,197,2.8,3,3,3,637.8
36 to 50,Male,6,2,58,3.07,4,1,2,579.8
51 or more,Female,9,2,111,3.93,1,3,4,624.6
51 or more,Female,9,3,292,2.13,3,3,3,619.7
21 to 35,Male,7,9,135,2.39,4,4,8,744.6
36 to 50,Female,8,4,39,3.43,1,5,7,701.3
21 to 35,Male,8,8,91,2.35,1,4,9,632.4
36 to 50,Male,7,10,253,2.75,1,4,4,683.6
51 or more,Male,7,6,165,1.63,3,4,5,662.4
51 or more,Male,7,4,253,2.91,1,3,7,655.2
51 or more,Male,7,4,143,3.07,1,3,6,655.2
21 to 35,Male,5,10,289,1.71,5,0,4,622.0
21 to 35,Male,5,10,186,2.11,5,0,5,622.0
51 or more,Male,5,2,258,2.58,2,1,3,603.4
51 or more,Female,8,8,129,3.45,4,4,9,688.5
21 to 35,Male,6,10,284,1.55,3,0,3,615.4
36 to 50,Female,7,6,208,2.33,1,4,9,727.0
36 to 50,Female,7,5,258,1.51,3,1,5,621.4
21 to 35,Female,7,5,60,2.8,4,3,3,672.4
21 to 35,Male,7,8,137,2.75,3,2,9,729.1
21 to 35,Male,7,8,138,3.39,3,2,8,729.1
36 to 50,Female,6,6,58,1.51,3,5,8,686.0
21 to 35,Female,8,4,46,3.4,2,3,3,657.1
51 or more,Male,9,3,199,3.73,2,2,3,645.2
51 or more,Female,8,5,204,2.29,3,3,5,662.4
21 to 35,Male,7,6,103,2.33,2,2,7,638.6
36 to 50,Female,8,7,269,1.5,2,4,5,712.1
51 or more,Male,7,10,125,2.57,2,3,4,675.1
21 to 35,Female,8,3,31,3.03,3,4,2,660.3
36 to 50,Female,6,5,231,1.81,1,1,6,599.1
Less than 20,Female,7,5,66,3.14,4,1,7,641.8
36 to 50,Female,8,5,120,2.41,3,4,8,642.0
36 to 50,Male,6,9,262,3.18,4,2,7,676.4
51 or more,Male,7,10,176,2.13,3,5,3,738.0
51 or more,Female,7,8,282,3.44,4,5,8,712.1
21 to 35,Male,5,5,241,2.87,3,4,2,668.6
51 or more,Female,6,4,93,2.83,2,2,9,694.1
36 to 50,Female,8,6,34,2.72,1,5,8,710.2
36 to 50,Male,7,10,175,3.6,1,3,7,755.0
51 or more,Female,6,9,101,2.89,5,5,2,688.3
36 to 50,Male,8,1,134,1.9,0,0,8,600.4
36 to 50,Male,6,10,65,3.06,3,3,5,666.4
36 to 50,Female,8,6,176,2.79,4,5,5,689.8
51 or more,Male,7,4,285,1.67,3,5,2,752.1
21 to 35,Female,9,7,257,2.95,1,5,5,707.2
36 to 50,Female,8,4,142,1.7,3,4,4,721.7
21 to 35,Female,9,7,40,3.31,3,4,4,698.7
21 to 35,Female,9,7,223,3.14,3,4,6,698.7
21 to 35,Male,8,7,253,2.73,1,2,6,681.5
36 to 50,Female,7,7,279,3.37,1,2,9,671.1
Less than 20,Male,8,5,278,2.2,3,3,7,648.8
Less than 20,Female,6,5,298,2.62,4,3,7,658.6
36 to 50,Female,8,4,112,1.54,3,4,6,721.7
21 to 35,Female,6,2,58,3.97,2,0,7,634.2
21 to 35,Female,7,4,109,1.64,3,1,3,634.8
21 to 35,Female,9,2,124,1.76,2,3,4,660.3
51 or more,Female,6,5,288,2.74,3,1,3,677.3
36 to 50,Female,6,3,151,2.44,4,4,4,661.6
21 to 35,Male,7,3,153,2.83,5,2,7,609.1
36 to 50,Male,6,10,52,3.59,3,5,2,724.2
21 to 35,Female,8,5,245,1.9,4,5,8,562.1
51 or more,Female,8,7,121,3.1,4,5,3,725.7
51 or more,Male,8,3,53,1.55,0,5,9,682.4
51 or more,Male,6,2,136,3.48,4,3,9,644.4
36 to 50,Female,7,10,81,3.54,1,5,9,721.0
21 to 35,Male,8,1,228,2.45,3,1,6,578.3
21 to 35,Male,6,8,85,1.93,3,3,4,674.5
36 to 50,Female,7,10,223,3.53,4,3,7,724.4
51 or more,Female,6,5,74,3.77,5,2,6,597.4
36 to 50,Male,6,10,268,1.69,3,1,5,647.7
36 to 50,Female,5,9,261,2.95,5,4,4,615.0
21 to 35,Female,7,5,268,3.85,5,1,7,589.1
36 to 50,Female,8,4,165,3.11,0,3,7,733.6
36 to 50,Female,5,2,42,3.55,5,4,4,634.0
21 to 35,Female,8,5,58,2.07,4,2,6,579.1
36 to 50,Male,7,8,207,1.76,4,4,8,662.8
Less than 20,Female,6,2,286,2.44,4,5,6,637.6
51 or more,Male,5,7,137,2.49,1,4,9,794.8
51 or more,Female,6,10,98,3.47,1,5,9,758.2
21 to 35,Male,7,3,205,2.52,3,1,6,614.2
36 to 50,Female,9,6,212,2.09,2,5,4,703.6
51 or more,Female,6,6,271,3.72,3,4,2,692.8
Less than 20,Female,7,7,223,3.46,0,5,5,749.3
51 or more,Male,6,2,51,3.17,3,3,7,635.9
21 to 35,Male,7,1,40,2.02,1,2,8,675.0
36 to 50,Male,8,10,288,2.01,4,5,9,683.8
36 to 50,Male,8,10,202,2.73,4,5,6,683.8
36 to 50,Male,8,5,234,2.83,3,5,9,723.6
Less than 20,Male,10,4,277,2.14,3,0,7,632.0
Less than 20,Male,8,2,288,1.81,3,1,2,663.5
21 to 35,Male,7,9,299,2.41,1,5,8,746.3
36 to 50,Female,8,4,110,2.57,3,4,7,721.7
51 or more,Male,8,7,217,1.63,2,2,6,690.0
21 to 35,Female,7,4,260,2.91,1,1,9,636.5
